,edad,clase_trabajo,peso_final,educacion,num_educacion,estado_civil,ocupacion,relacion,raza,ganancia_capital,perdida_capital,horas_por_semana,pais,sexo,salario
32027,44,2,203761,10,13,3,10,1,5,0,0,40,39,True,True
32028,36,2,114719,13,14,3,10,1,5,0,0,50,39,True,True
32029,20,4,344394,16,10,5,8,2,5,0,0,30,39,False,False
32030,35,4,195516,6,4,3,13,1,5,0,0,40,26,True,False
32031,40,7,31627,10,13,3,4,6,5,0,0,20,39,False,False
32032,70,4,174032,12,9,3,12,1,5,0,0,40,39,True,False
32033,57,4,226875,6,4,3,12,1,5,0,0,50,39,True,False
32034,40,4,566537,14,1,3,8,1,5,0,1672,40,26,True,False
32035,18,4,36162,2,7,5,3,4,5,0,0,5,39,True,False
32036,45,6,31478,10,13,3,12,1,5,2829,0,60,39,True,False
32037,52,4,294991,10,13,3,10,1,5,0,0,40,39,True,True
32038,24,4,108495,12,9,5,3,4,5,0,0,40,39,True,False
32039,42,5,161532,10,13,3,3,1,3,0,0,60,39,True,False
32040,28,2,332249,12,9,6,14,4,5,0,0,45,39,True,False
32041,32,4,268147,9,11,5,13,5,5,0,0,60,39,False,False
32042,56,1,317847,10,13,1,1,2,5,0,0,40,39,True,False
32043,44,4,52028,4,2,3,8,6,2,0,0,40,40,False,False
32044,20,4,184045,16,10,5,12,5,3,0,0,30,39,False,False
32045,32,4,206609,10,13,3,4,1,5,0,0,60,39,True,True
32046,59,4,152968,16,10,6,1,3,5,3325,0,40,39,True,False
32047,21,4,213015,12,9,5,6,3,3,2176,0,40,39,True,False
32048,32,4,313835,13,14,3,10,1,5,0,0,40,39,True,True
32049,49,4,66385,12,9,3,12,1,5,5013,0,40,39,True,False
32050,22,4,205940,10,13,5,1,4,5,1055,0,30,39,False,False
32051,51,5,260938,16,10,3,4,1,5,0,0,50,39,True,True
32052,33,4,60567,12,9,3,3,1,5,3411,0,40,39,True,False
32053,23,4,335067,10,13,5,12,2,5,0,0,50,39,True,False
32054,34,4,331126,12,9,5,8,5,3,0,0,30,39,True,False
32055,53,4,156612,3,8,1,14,2,5,0,0,40,39,False,False
32056,44,4,188436,10,13,3,1,1,5,0,0,45,39,True,False
32057,60,4,227468,16,10,7,11,2,3,0,0,40,39,False,False
32058,55,4,183580,16,10,3,3,1,5,0,0,38,39,True,False
32059,57,6,50990,12,9,3,5,1,5,0,0,30,39,True,False
32060,59,4,384246,11,16,3,10,1,5,0,0,50,39,True,False
32061,26,4,375313,16,10,5,1,4,2,0,0,40,30,True,False
32062,30,4,176410,9,11,3,10,4,5,7298,0,16,39,False,True
32063,49,4,93639,10,13,3,4,6,5,0,0,43,39,False,False
32064,45,4,30289,3,8,3,3,1,5,0,0,40,39,True,False
32065,29,5,124950,10,13,5,12,4,5,0,0,40,39,False,False
32066,37,6,126675,12,9,3,5,1,5,0,0,60,39,True,True
32067,21,4,145964,3,8,5,5,2,5,0,0,40,39,True,False
32068,36,7,345712,12,9,3,4,1,5,0,0,40,39,True,False
32069,18,4,97474,12,9,5,3,4,5,0,0,20,39,False,False
32070,37,4,180342,10,13,5,12,2,5,0,0,45,39,True,False
32071,19,4,167087,12,9,5,1,2,5,0,0,40,39,False,False
32072,65,4,192825,6,4,3,3,1,5,0,0,25,39,True,False
32073,30,4,318749,9,11,3,13,6,5,0,0,35,11,False,False
32074,27,4,147638,13,14,5,10,2,4,0,0,40,24,False,False
32075,59,1,293971,16,10,3,13,1,5,0,0,40,39,True,True
32076,32,4,229566,9,11,3,8,1,5,0,0,60,39,True,True
32077,25,4,242464,10,13,5,1,2,5,0,0,40,39,True,False
32078,40,4,111067,10,13,3,6,1,5,0,0,80,39,True,True
32079,21,4,155697,7,5,5,3,4,5,0,0,42,39,True,False
32080,49,2,106554,10,13,1,10,5,5,0,0,40,39,False,True
32081,49,4,23776,16,10,3,1,1,5,0,0,40,39,True,False
32082,51,4,43909,12,9,1,3,5,3,0,0,40,39,False,False
32083,48,4,105808,7,5,7,14,5,5,0,0,40,39,True,True
32084,42,4,169995,16,10,3,10,1,5,0,0,45,39,True,False
32085,53,4,141388,2,7,3,3,1,5,0,0,40,39,True,False
32086,29,6,241431,12,9,5,3,2,5,0,0,45,39,True,False
32087,21,4,78374,12,9,5,3,3,2,0,0,24,39,False,False
32088,54,6,158948,12,9,3,14,1,5,0,0,15,39,True,False
32089,66,4,115498,10,13,3,4,1,5,99999,0,55,39,True,True
32090,34,4,272411,10,13,5,1,2,5,0,0,40,39,False,False
32091,39,4,30529,10,13,3,4,1,5,0,1887,40,39,True,True
32092,62,4,263374,9,11,3,3,1,5,0,0,40,2,True,False
32093,30,4,190228,12,9,3,6,1,5,0,0,40,39,True,False
32094,27,4,126060,10,13,5,4,2,5,0,0,40,39,False,False
32095,25,4,391192,9,11,5,3,4,5,0,0,40,39,True,False
32096,26,4,214069,12,9,6,5,2,5,0,0,40,39,True,False
32097,45,4,170871,12,9,3,3,1,5,7298,0,60,39,True,True
32098,55,4,118993,16,10,6,4,5,5,0,0,10,39,False,False
32099,26,4,245880,12,9,5,8,3,5,0,0,40,39,True,False
32100,45,4,174794,10,13,6,10,5,5,0,0,56,11,False,False
32101,61,2,153408,13,14,1,10,2,5,0,0,40,39,False,True
32102,34,4,330301,6,4,6,3,5,3,0,0,40,39,False,False
32103,26,4,385278,12,9,3,4,1,3,0,0,60,39,True,False
32104,44,1,38434,13,14,5,10,2,5,0,0,40,39,False,False
32105,45,6,111679,16,10,1,3,2,5,0,0,30,39,True,False
32106,55,4,168956,16,10,1,1,2,5,0,0,40,39,False,False
32107,20,4,86143,16,10,5,8,3,2,0,0,30,39,True,False
32108,48,4,99835,8,12,3,4,1,5,0,0,50,39,True,True
32109,33,4,263561,12,9,1,3,2,5,0,0,60,39,True,False
32110,44,4,118536,7,5,3,7,1,3,0,0,40,39,True,False
32111,32,5,209691,10,13,3,3,1,5,0,0,50,2,True,False
32112,54,4,123374,6,4,3,3,1,5,0,0,40,39,True,False
32113,40,4,137225,13,14,3,4,1,5,0,0,40,39,True,True
32114,29,4,119359,12,9,3,10,6,2,0,0,10,3,False,True
32115,56,4,134153,1,6,3,1,1,3,0,0,40,39,True,False
32116,47,4,121124,12,9,3,3,1,5,0,0,40,39,True,True
32117,22,4,147655,16,10,5,13,2,5,0,0,40,39,False,False
32118,46,4,165138,16,10,3,14,1,5,0,0,45,39,True,True
32119,24,1,312017,16,10,5,4,4,5,0,0,40,39,True,False
32120,37,4,272950,12,9,1,3,2,5,0,0,40,39,True,False
32121,49,4,259323,12,9,1,3,5,5,0,0,40,39,True,False
32122,44,1,281739,16,10,5,1,2,5,13550,0,50,39,True,True
32123,21,4,119156,12,9,5,3,4,5,0,0,40,39,True,False
32124,55,4,165881,12,9,3,4,1,5,0,0,40,39,True,True
32125,23,7,136075,10,13,5,10,2,5,0,0,32,39,False,False
32126,50,4,187465,2,7,1,12,2,5,0,0,40,39,False,False
32127,44,4,328561,9,11,3,1,3,5,0,0,20,39,False,False
32128,48,4,350440,16,10,3,3,3,2,0,0,40,1,True,True
32129,38,6,109133,13,14,3,4,1,5,0,0,70,39,True,True
32130,48,4,109814,15,15,3,10,1,5,0,1977,45,39,True,True
32131,39,4,86643,16,10,5,3,2,5,0,0,50,39,True,False
32132,52,1,154521,12,9,3,1,1,5,0,0,44,39,True,True
32133,63,4,45912,12,9,7,8,3,5,0,0,40,39,False,False
32134,48,4,175070,12,9,1,4,2,5,0,2258,40,39,False,True
32135,37,4,338033,13,14,5,10,2,5,0,0,40,39,False,False
32136,26,7,158963,13,14,5,4,2,5,0,0,40,39,False,False
32137,50,5,121441,2,7,5,4,3,5,0,2444,40,39,True,True
32138,47,6,242391,15,15,3,10,1,5,15024,0,40,39,True,True
32139,19,4,119964,12,9,5,3,3,5,0,0,15,39,False,False
32140,34,4,193344,16,10,5,1,5,5,0,0,40,11,False,False
32141,29,2,45554,16,10,1,1,5,5,0,0,40,39,False,False
32142,33,4,249716,12,9,5,13,2,5,0,0,45,39,True,False
32143,53,4,58985,16,10,3,10,6,5,0,0,24,39,False,False
32144,24,4,456367,12,9,3,3,1,5,0,0,40,39,True,False
32145,39,4,117381,16,10,1,14,2,5,0,0,65,39,True,False
32146,50,6,240922,8,12,5,12,2,5,0,1408,5,39,False,False
32147,31,4,226443,10,13,3,10,1,5,0,0,40,39,True,False
32148,22,4,364342,9,11,5,12,2,3,0,0,25,39,False,False
32149,42,2,101593,10,13,3,11,1,5,0,0,42,39,True,False
32150,23,4,267471,3,8,5,12,4,5,0,0,25,39,False,False
32151,22,4,186849,2,7,1,12,4,5,0,0,50,39,True,False
32152,65,4,174603,5,3,7,7,2,5,0,0,10,22,False,False
32153,34,4,115040,12,9,3,3,1,5,0,0,44,39,True,False
32154,23,4,142766,16,10,5,1,4,5,1055,0,20,39,True,False
32155,38,4,59660,10,13,3,12,1,5,7298,0,40,39,True,True
32156,45,6,49595,16,10,3,4,1,5,0,0,80,39,True,False
32157,19,4,127491,12,9,5,8,2,5,0,0,40,39,True,False
32158,46,4,155933,10,13,5,7,2,5,0,1602,8,39,False,False
32159,23,4,122272,16,10,5,1,4,5,0,0,20,39,False,False
32160,37,4,143771,12,9,3,4,1,5,0,0,60,39,True,True
32161,59,4,91384,10,13,3,1,1,5,0,0,40,39,True,False
32162,36,7,135874,10,13,3,12,1,5,0,0,40,39,True,False
32163,35,4,207066,10,13,5,12,2,5,10520,0,45,39,True,True
32164,51,4,172493,16,10,5,4,2,5,0,0,12,39,False,False
32165,42,2,189956,10,13,1,10,5,3,0,0,30,39,False,False
32166,35,4,106967,13,14,5,12,2,5,0,0,40,39,False,False
32167,20,4,200153,12,9,5,8,4,5,0,0,38,39,False,False
32168,25,4,149943,12,9,5,8,3,2,4101,0,60,39,True,False
32169,41,4,151736,1,6,5,7,2,5,0,0,40,39,True,False
32170,40,4,67852,12,9,1,14,2,5,0,0,35,39,True,False
32171,36,4,54229,8,12,3,4,6,5,0,0,37,39,False,False
32172,34,5,154120,13,14,3,12,1,5,0,0,60,39,True,True
32173,44,6,157217,10,13,5,12,2,5,0,0,42,39,True,False
32174,31,1,381645,10,13,6,10,2,5,0,0,40,39,True,False
32175,41,2,160785,12,9,3,3,1,5,0,0,40,39,True,False
32176,43,4,133584,16,10,3,7,1,5,0,0,40,39,True,False
32177,43,4,170230,13,14,5,13,2,5,0,0,40,39,False,False
32178,58,4,250206,1,6,3,3,1,5,5178,0,40,39,True,True
32179,19,4,128363,16,10,5,12,4,5,0,0,30,39,False,False
32180,43,2,163434,10,13,3,11,1,5,0,0,55,39,True,True
32181,50,4,195690,12,9,3,6,1,5,0,0,45,39,True,False
32182,44,5,138991,16,10,3,4,1,5,0,0,50,39,True,True
32183,46,4,118419,12,9,1,7,5,5,0,0,38,39,True,False
32184,52,6,185407,10,13,3,4,1,5,0,0,50,39,True,True
32185,52,6,283079,12,9,5,10,2,5,0,0,50,39,True,False
32186,18,4,119655,3,8,5,1,4,5,0,0,12,39,False,False
32187,29,4,153416,10,13,5,4,2,5,0,0,55,39,False,False
32188,19,4,204868,12,9,3,3,6,5,0,0,36,39,False,False
32189,34,4,220362,10,13,5,4,4,5,0,0,40,39,True,False
32190,23,2,203078,16,10,3,11,1,3,0,0,40,39,True,False
32191,64,7,104361,16,10,6,1,2,5,0,0,65,39,False,False
32192,68,4,274096,1,6,1,14,2,5,0,0,20,39,True,False
32193,42,7,455553,12,9,5,1,5,3,0,0,40,39,False,False
32194,41,4,112283,12,9,3,3,1,5,0,0,60,39,True,True
32195,41,5,64506,12,9,3,5,1,5,0,0,50,39,True,False
32196,22,7,24395,16,10,3,1,6,5,0,0,20,39,False,False
32197,67,5,182581,16,10,3,4,1,5,20051,0,20,39,True,True
32198,27,4,100669,16,10,3,3,1,2,0,0,40,30,True,True
32199,25,4,178025,13,14,3,10,1,5,0,0,40,39,True,False
32200,49,4,113913,12,9,3,3,6,5,0,0,60,39,False,False
32201,28,4,55191,8,12,5,6,2,5,0,0,45,39,True,False
32202,51,1,223206,11,16,3,10,1,2,15024,0,40,40,True,True
32203,23,2,162551,10,13,5,10,4,2,0,0,35,3,False,False
32204,19,4,693066,3,8,5,8,4,5,0,0,15,39,False,False
32205,72,4,96867,5,3,7,8,2,5,0,0,40,39,False,False
32206,33,4,256362,16,10,5,8,2,5,0,0,35,39,True,False
32207,53,4,539864,16,10,1,3,2,5,0,0,20,39,True,False
32208,35,4,241153,9,11,5,13,2,5,0,0,40,39,True,False
32209,31,4,284395,10,13,3,12,1,5,0,0,40,39,True,False
32210,18,4,180039,3,8,5,12,4,5,0,0,20,39,False,False
32211,45,4,178416,9,11,1,6,2,5,0,0,40,39,False,False
32212,28,4,175710,10,13,5,1,2,5,0,0,30,39,False,False
32213,22,2,164775,5,3,5,6,3,5,0,0,40,13,True,True
32214,55,4,176897,16,10,1,13,2,5,0,0,40,39,True,False
32215,45,4,265097,12,9,3,8,1,5,0,1902,40,39,True,True
32216,22,4,193090,12,9,5,12,2,5,0,0,37,39,False,False
32217,37,4,186009,12,9,3,14,1,5,0,1672,60,39,True,False
32218,28,4,175262,12,9,3,7,4,5,0,0,40,39,True,False
32219,19,4,109928,2,7,5,12,4,3,0,0,35,39,False,False
32220,37,6,162834,12,9,3,12,1,5,0,1902,45,39,True,True
32221,50,4,177896,11,16,3,10,1,5,0,0,40,39,True,True
32222,31,4,181372,12,9,1,1,5,5,0,0,35,39,False,False
32223,40,4,70645,14,1,5,8,2,5,0,0,20,39,False,False
32224,51,4,128272,7,5,3,7,1,5,0,0,45,39,True,False
32225,56,4,106723,12,9,1,1,2,5,0,0,40,39,False,False
32226,21,4,122348,16,10,5,13,4,5,0,0,35,39,False,False
32227,40,4,177905,9,11,3,4,1,5,7688,0,44,39,True,True
32228,22,4,254547,16,10,5,4,5,3,0,0,40,23,False,False
32229,47,5,102308,15,15,3,10,1,5,0,2415,45,39,True,True
32230,44,4,33105,12,9,3,4,1,1,0,0,40,39,True,False
32231,30,4,215441,16,10,5,1,2,4,0,0,40,39,True,False
32232,44,2,197919,16,10,1,8,5,5,0,0,40,39,False,False
32233,41,4,206139,12,9,3,12,1,5,0,0,40,39,True,True
32234,47,4,117849,8,12,1,12,4,5,0,0,44,39,True,False
32235,26,4,323044,16,10,3,4,1,5,0,0,45,11,True,True
32236,34,4,90415,9,11,5,13,2,3,0,0,40,39,True,False
32237,47,4,294913,15,15,3,4,1,5,99999,0,40,39,True,True
32238,36,4,127573,12,9,6,1,2,5,0,0,38,39,False,False
32239,21,4,180190,9,11,3,5,1,5,0,0,46,39,True,False
32240,45,7,231013,10,13,1,11,2,5,0,0,40,39,True,False
32241,33,4,356015,12,9,6,3,2,1,0,0,35,17,True,False
32242,33,4,198069,12,9,5,7,2,5,0,0,65,39,True,False
32243,58,6,99141,12,9,1,5,5,5,0,0,10,39,False,False
32244,31,4,188246,8,12,1,3,2,5,0,0,50,39,True,True
32245,32,6,116508,16,10,3,5,1,5,0,0,50,39,True,True
32246,44,1,38434,10,13,7,4,5,5,0,0,40,39,False,True
32247,24,4,128477,13,14,5,10,2,5,0,0,40,39,False,False
32248,35,4,91839,10,13,3,8,1,1,7688,0,20,39,True,True
32249,43,4,409922,10,13,3,4,1,5,0,1977,50,39,True,True
32250,49,4,185041,12,9,3,7,1,5,0,0,40,39,True,False
32251,37,6,103925,10,13,3,12,6,5,0,0,50,39,False,False
32252,42,6,34037,10,13,5,5,4,5,0,0,35,39,True,False
32253,31,4,251659,16,10,3,8,1,2,0,1485,55,39,True,True
32254,19,4,57145,12,9,5,8,4,5,0,0,25,39,False,False
32255,41,4,182108,11,16,5,7,2,5,0,0,40,39,False,True
32256,51,5,213296,12,9,3,8,1,5,0,0,30,39,True,False
32257,51,5,28765,15,15,3,10,1,5,0,0,60,39,True,True
32258,63,4,37792,1,6,7,8,2,5,0,0,31,39,False,False
32259,39,1,232036,16,10,3,1,1,5,0,0,40,39,True,True
32260,30,4,33678,12,9,5,12,4,5,0,0,40,39,True,False
32261,62,8,159908,16,10,3,1,6,5,0,0,16,39,False,False
32262,27,4,176761,12,9,5,3,3,4,0,0,40,27,True,False
32263,32,4,260954,2,7,3,3,1,5,0,2042,30,39,True,False
32264,37,2,180342,10,13,3,8,1,5,0,0,40,39,True,True
32265,47,2,324791,13,14,3,10,1,5,0,1887,50,39,True,True
32266,31,4,183801,13,14,3,10,1,5,0,1902,43,39,True,True
32267,42,4,204235,12,9,3,12,1,5,0,0,40,39,True,False
32268,37,4,249720,9,11,4,12,5,3,0,0,32,39,False,False
32269,60,4,127084,12,9,3,11,1,5,0,2042,34,39,True,False
32270,42,2,201495,16,10,3,11,1,5,0,0,72,39,True,True
32271,38,4,447346,16,10,3,3,1,5,0,0,36,39,True,True
32272,24,4,206008,8,12,5,10,4,3,0,0,20,39,True,False
32273,34,4,286020,12,9,3,7,1,5,0,0,45,39,True,False
32274,20,4,99891,16,10,5,1,4,5,0,0,30,39,False,False
32275,29,2,169544,16,10,5,11,4,5,0,0,48,39,True,False
32276,90,4,313749,12,9,7,1,5,5,0,0,25,39,False,False
32277,55,4,89182,3,8,1,7,2,5,0,0,40,22,False,False
32278,36,4,258102,12,9,5,6,2,5,0,0,40,39,True,False
32279,49,4,255466,16,10,1,1,2,5,0,0,60,39,False,False
32280,50,4,38795,10,13,3,10,1,5,0,0,50,39,True,False
32281,17,4,311907,2,7,5,8,4,5,0,0,25,39,True,False
32282,54,4,171924,12,9,3,14,1,5,0,0,70,39,True,False
32283,26,4,164488,10,13,5,4,2,5,0,0,10,39,True,False
32284,44,4,297991,8,12,5,4,2,2,0,0,50,39,False,False
32285,28,4,478315,10,13,5,10,4,3,0,0,40,39,False,False
32286,54,2,34832,11,16,3,4,1,5,0,0,60,39,True,True
32287,21,4,67804,7,5,5,7,4,3,0,0,20,39,True,False
32288,24,4,34568,9,11,5,14,2,5,0,0,40,39,True,False
32289,31,4,47151,12,9,5,8,2,5,0,0,56,39,False,False
32290,59,4,120617,16,10,5,1,2,3,0,0,40,39,False,False
32291,41,4,318046,16,10,3,14,1,5,0,0,48,39,True,True
32292,29,4,363963,12,9,1,8,2,5,0,0,40,39,False,False
32293,50,4,92811,10,13,3,13,1,5,0,0,40,39,True,False
32294,32,4,33678,16,10,3,14,1,5,0,0,50,39,True,True
32295,42,4,66118,16,10,1,7,2,5,0,0,40,39,False,False
32296,47,4,160474,12,9,3,4,6,5,0,0,30,39,False,True
32297,44,4,159960,16,10,1,1,5,5,0,0,40,39,False,False
32298,49,4,242987,10,13,3,10,1,5,0,0,40,4,True,False
32299,61,4,232719,13,14,3,10,1,5,0,0,50,39,True,False
32300,65,2,103153,6,4,3,4,1,5,0,1411,40,39,True,False
32301,45,2,162187,12,9,3,11,1,5,0,0,40,39,True,True
32302,59,4,207391,12,9,1,7,2,5,0,0,40,39,True,False
32303,30,3,176673,12,9,3,3,6,3,0,0,40,39,False,False
32304,34,4,356882,16,10,3,12,1,5,0,0,45,39,True,True
32305,24,4,427686,4,2,3,6,3,5,0,0,40,26,True,False
32306,42,5,191196,10,13,3,4,1,5,0,1977,60,39,True,True
32307,37,4,377798,16,10,3,3,1,5,3103,0,40,39,True,True
32308,36,4,43712,1,6,3,3,1,5,0,0,40,39,True,False
32309,21,4,205939,16,10,5,1,4,5,0,0,40,39,True,False
32310,54,4,161691,13,14,1,10,2,5,0,2559,40,39,False,True
32311,34,4,346034,3,8,4,6,5,5,0,0,35,26,True,False
32312,41,4,144460,16,10,1,7,4,5,0,0,40,22,True,False
32313,18,3,153663,16,10,5,1,4,5,0,0,4,39,True,False
32314,26,4,262617,12,9,3,3,1,5,0,0,48,39,True,False
32315,23,1,173851,12,9,5,2,2,5,0,0,8,39,True,False
32316,63,4,126540,16,10,1,1,2,5,0,0,5,39,False,False
32317,34,4,117963,10,13,3,3,1,5,0,0,40,39,True,True
32318,54,4,219737,12,9,7,12,2,5,0,0,37,39,False,False
32319,37,4,328466,12,9,3,3,1,5,0,0,72,26,True,False
32320,54,7,138852,12,9,3,10,1,5,0,0,40,39,True,False
32321,22,2,195532,16,10,5,11,3,5,0,0,43,39,False,False
32322,32,4,188246,12,9,3,3,1,5,0,0,40,39,True,False
32323,42,7,138162,16,10,1,1,4,5,0,0,40,39,True,False
32324,31,7,110714,16,10,5,8,4,5,0,0,37,39,False,False
32325,48,4,123075,11,16,3,10,1,5,0,0,45,39,True,True
32326,28,4,330466,10,13,5,10,2,2,0,0,40,17,True,False
32327,31,4,254304,1,6,1,3,2,5,0,0,38,39,True,False
32328,28,4,435842,10,13,3,4,1,5,0,0,40,39,True,False
32329,24,4,118657,3,8,3,7,1,5,0,0,40,39,True,False
32330,50,4,278188,12,9,1,3,2,5,0,0,45,39,False,False
32331,26,4,233777,12,9,3,3,1,5,0,0,72,26,True,False
32332,37,5,328466,16,10,3,4,1,5,0,0,50,39,True,True
32333,24,4,176580,5,3,4,5,2,5,0,0,40,26,True,False
32334,18,4,156608,2,7,5,8,4,5,0,0,25,39,False,False
32335,32,4,172415,12,9,5,8,5,3,0,0,40,39,False,False
32336,23,4,194951,10,13,5,10,2,2,0,0,55,21,True,False
32337,33,2,318921,12,9,1,14,2,5,0,0,35,39,False,False
32338,49,4,189462,12,9,3,3,1,5,0,0,40,39,True,False
32339,75,6,192813,13,14,7,12,2,5,0,0,45,39,True,False
32340,74,6,199136,10,13,7,3,2,5,15831,0,8,11,True,True
32341,26,4,156805,16,10,3,7,1,3,0,0,40,39,True,False
32342,66,4,93318,12,9,7,3,5,5,0,0,40,39,False,False
32343,34,4,121966,10,13,4,1,2,5,0,0,45,39,False,False
32344,18,4,347336,3,8,5,8,4,5,0,0,12,39,True,False
32345,33,4,205950,12,9,3,3,1,5,0,0,40,39,True,False
32346,36,7,212143,10,13,3,1,6,5,0,0,20,39,False,True
32347,44,4,187821,10,13,3,14,1,5,0,0,55,39,True,False
32348,36,4,250807,2,7,5,3,2,3,0,0,40,39,False,False
32349,53,4,291755,9,11,3,3,1,5,0,0,40,39,True,False
32350,60,4,36077,6,4,4,7,2,5,0,0,40,39,True,False
32351,28,4,119793,12,9,3,3,1,5,0,0,40,32,True,False
32352,36,4,184655,1,6,1,14,5,5,0,0,48,39,True,False
32353,35,4,162256,9,11,1,1,2,5,6849,0,40,39,False,False
32354,45,6,204405,9,11,3,10,1,5,0,0,20,39,True,False
32355,23,4,133355,16,10,5,1,4,5,0,0,15,39,True,False
32356,35,4,89559,16,10,1,1,5,5,0,0,55,39,False,False
32357,34,4,115066,16,10,3,4,1,5,0,0,42,39,True,True
32358,46,4,139514,14,1,3,7,3,3,0,0,75,6,True,False
32359,58,7,200316,12,9,3,3,1,5,0,0,40,39,True,False
32360,55,2,166502,13,14,5,10,2,5,0,0,45,39,False,False
32361,63,4,226422,12,9,3,3,1,5,0,0,40,39,True,False
32362,41,6,251305,16,10,3,12,1,5,0,0,40,39,True,False
32363,45,4,190482,9,11,3,3,1,5,0,0,76,39,True,False
32364,41,4,122215,13,14,3,10,1,5,15024,0,40,39,True,True
32365,42,4,248356,12,9,5,12,5,5,0,0,40,39,False,False
32366,90,2,214594,6,4,3,11,1,5,2653,0,40,39,True,False
32367,41,4,220460,12,9,5,12,4,5,0,0,40,39,True,False
32368,22,4,174043,12,9,5,3,2,5,0,0,50,39,True,False
32369,53,6,137547,15,15,5,10,2,2,27828,0,40,30,True,True
32370,49,6,111959,10,13,3,4,1,5,0,0,60,34,True,True
32371,51,4,40641,16,10,3,4,1,5,0,0,60,39,True,True
32372,22,4,205940,10,13,5,4,2,5,0,0,40,39,False,False
32373,23,4,265077,9,11,5,8,2,5,0,0,40,39,False,False
32374,59,4,395736,12,9,3,6,1,5,0,0,40,39,True,True
32375,40,4,306225,12,9,1,3,2,2,0,0,40,24,False,False
32376,28,4,180299,12,9,3,14,1,5,0,0,70,39,True,False
32377,39,4,214896,12,9,6,8,2,5,0,0,40,8,False,False
32378,25,4,273792,12,9,5,3,4,5,0,0,37,39,True,False
32379,48,7,224474,16,10,1,4,2,5,0,0,40,39,False,False
32380,62,4,271431,7,5,3,8,1,3,0,0,42,39,True,False
32381,44,2,150171,12,9,1,1,5,5,0,0,40,39,False,False
32382,28,1,381789,10,13,5,10,2,5,0,0,50,39,True,False
32383,62,4,170984,16,10,3,3,1,5,0,0,45,39,True,False
32384,32,4,108256,12,9,3,3,1,5,0,0,40,39,True,False
32385,59,1,23789,12,9,3,12,6,5,0,0,40,39,False,True
32386,20,4,176321,16,10,5,1,3,5,0,0,20,39,False,False
32387,40,4,260425,8,12,6,13,5,5,1471,0,32,39,False,False
32388,47,4,248059,16,10,3,8,1,5,0,0,47,39,True,True
32389,60,4,56248,16,10,3,12,1,5,0,0,40,39,True,False
32390,55,4,199763,12,9,6,11,2,5,0,0,81,39,True,False
32391,18,4,200047,3,8,5,1,4,5,0,0,35,39,True,False
32392,43,4,191712,10,13,5,1,2,5,0,1741,40,39,True,False
32393,31,6,156033,12,9,1,8,2,5,0,0,35,39,True,False
32394,22,4,173736,12,9,5,3,2,5,0,0,50,39,True,False
32395,56,4,135458,12,9,1,13,2,3,0,0,40,39,False,False
32396,41,4,185660,12,9,6,1,5,5,0,0,40,39,False,False
32397,24,4,222005,12,9,5,8,3,5,0,0,30,39,True,False
32398,42,4,161510,10,13,3,12,1,5,7298,0,40,39,True,True
32399,53,2,186303,16,10,3,11,1,5,0,1887,40,39,True,True
32400,52,2,143533,6,4,5,8,3,3,0,0,40,39,False,False
32401,42,4,288154,16,10,3,3,1,5,0,0,89,39,True,True
32402,48,4,325372,4,2,3,7,1,5,0,0,40,32,True,False
32403,35,4,379959,12,9,1,8,2,5,0,0,40,39,False,False
32404,33,4,168387,2,7,3,8,1,5,0,0,40,39,True,False
32405,20,4,234640,16,10,5,1,4,5,0,0,40,39,False,False
32406,33,4,232475,16,10,5,12,4,5,0,0,45,39,True,False
32407,30,4,205152,10,13,5,12,2,5,0,0,40,39,True,False
32408,31,4,112115,16,10,3,12,1,5,0,0,40,39,True,False
32409,29,4,183854,12,9,5,12,2,5,0,0,25,39,False,False
32410,26,4,164386,12,9,5,3,4,5,0,0,48,39,True,False
32411,61,4,149620,16,10,1,8,2,3,0,0,40,39,True,False
32412,45,4,199590,5,3,3,7,1,5,0,0,40,26,True,False
32413,29,4,83742,12,9,1,8,5,5,0,0,45,39,False,False
32414,57,6,65080,12,9,3,3,1,5,0,0,50,39,True,True
32415,33,4,191335,8,12,3,3,1,5,0,1902,50,39,True,True
32416,20,4,227778,16,10,5,12,2,5,0,0,56,39,False,False
32417,26,4,48280,10,13,5,10,2,5,0,0,40,39,False,False
32418,36,4,66304,10,13,3,4,1,5,0,0,55,39,True,True
32419,23,4,45834,10,13,5,4,2,5,0,0,50,39,False,False
32420,31,4,298995,12,9,3,8,6,3,0,0,35,39,False,False
32421,47,4,161950,12,9,1,8,5,5,0,0,32,39,False,False
32422,61,4,98776,2,7,7,6,2,5,0,0,30,39,False,False
32423,35,4,102268,10,13,3,4,1,5,0,0,45,39,True,False
32424,23,4,180771,4,2,3,7,6,1,0,0,35,26,False,False
32425,20,4,203992,12,9,5,3,4,5,0,0,40,39,True,False
32426,41,4,206878,12,9,1,8,5,5,0,0,32,39,False,False
32427,39,1,110622,10,13,3,1,6,2,0,0,40,30,False,False
32428,51,2,203334,11,16,1,4,2,5,0,0,45,39,False,True
32429,61,6,50483,6,4,3,5,1,5,0,0,56,39,True,False
32430,51,4,274502,6,4,1,7,2,5,0,0,48,39,False,False
32431,36,4,208068,14,1,1,8,2,4,0,0,72,26,True,False
32432,41,6,168098,10,13,3,10,1,5,0,0,50,39,True,False
32433,34,4,213307,12,9,5,6,5,5,7443,0,35,39,False,False
